"Author, Year",Outcome Name,Outcome Measure(s),Outcome Arms Compared,Treatment Definition,Outcome,Value,Effect Size,95% CI,p-value,"[Effect size (95% CI), p-value]"
"Asukai, 2010",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Asukai, 2010",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Asukai, 2010",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Asukai, 2010",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Asukai, 2010",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Depression,PHQ-9,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Depression,PHQ-9,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Depression,PHQ-9,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 1)",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Depression,PHQ-9,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Depression,PHQ-9,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Depression,PHQ-9,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Badura-Brack, 2015 (Study 2)",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Depression,BDI,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Depression,BDI,A vs B,NA,End of Treatment,"NR (NR), p<0.05",NR ,NR,p<0.05,"NR (NR), p<0.05"
"Basoglu, 2005",Depression,BDI,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Functioning,WAS,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Functioning,WAS,A vs B,NA,End of Treatment,"NR (NR), p<0.05",NR ,NR,p<0.05,"NR (NR), p<0.05"
"Basoglu, 2005",Functioning,WAS,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Basoglu, 2005",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Anxiety,BAI,A vs B,Hedges' g,End of Treatment,"Hedges' g 0.53 (NR), p=NS",0.53,NR,p=NS," 0.53 (NR), p=NS"
"Beck, 2009",Anxiety,BAI,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Anxiety,BAI,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Anxiety,BAI,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Depression,BDI-II,A vs B,Hedges' g,End of Treatment,"Hedges' g 0.63 (NR), p=NS ",0.63,NR,p=NS ," 0.63 (NR), p=NS "
"Beck, 2009",Depression,BDI-II,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Depression,BDI-II,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Depression,BDI-II,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Functioning,ODI,A vs B,Hedges' g,End of Treatment,"Hedges' g 0.66 (NR), NR",0.66,NR,"0.66 (NR), NR"," 0.66 (NR), NR"
"Beck, 2009",Functioning,ODI,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Functioning,ODI,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Functioning,ODI,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Beck, 2009",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Anger,Global Anger,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Anger,Global Anger,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Anger,Global Anger,A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p=NS",Treatment x Time interaction: NR ,NR,p=NS,"Treatment x Time interaction: NR (NR), p=NS"
"Beidel, 2011",Anger,Global Anger,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Anxiety,Global Anxiety,A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p=0.05",Treatment x Time interaction: NR ,NR,p=0.05,"Treatment x Time interaction: NR (NR), p=0.05"
"Beidel, 2011",Anxiety,HAM-A,A vs B,NA,End of Treatment,"Time main effect: NR (NR), p=0.001",Time main effect: NR ,NR,p=0.001,"Time main effect: NR (NR), p=0.001"
"Beidel, 2011",Depression,HAM-D,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Depression,HAM-D,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Depression,HAM-D,A vs B,NA,End of Treatment,"Time main effect: NR (NR), p=0.001",Time main effect: NR ,NR,p=0.001,"Time main effect: NR (NR), p=0.001"
"Beidel, 2011",Depression,HAM-D,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Functioning,Social activities (number per week),A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Functioning,Social activities (number per week),A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Functioning,Social activities (number per week),A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p=0.025",Treatment x Time interaction: NR ,NR,p=0.025,"Treatment x Time interaction: NR (NR), p=0.025"
"Beidel, 2011",Functioning,Social activities (number per week),A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Quality of Life,Quality of Life Questionnaire,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Quality of Life,Quality of Life Questionnaire,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Quality of Life,Quality of Life Questionnaire,A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p=NS",Treatment x Time interaction: NR ,NR,p=NS,"Treatment x Time interaction: NR (NR), p=NS"
"Beidel, 2011",Quality of Life,Quality of Life Questionnaire,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Beidel, 2011",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Depression,BDI,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Depression,BDI,A vs B,NA,End of Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Depression,BDI,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Bichescu, 2007",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Anxiety,STAI-S,Treatment completer: A vs B vs C,Treatment x Time interaction: eta-squared,End of Treatment,"Treatment x Time interaction: eta-squared 0.222 (NR), p<0.001",0.222,NR,p<0.001," 0.222 (NR), p<0.001"
"Blanchard, 2003",Anxiety,STAI-T,Treatment completer: A vs B vs C,Treatment x Time interaction: eta-squared,End of Treatment,"Treatment x Time interaction: eta-squared 0.180 (NR), p=0.001",0.18,NR,p=0.001," 0.180 (NR), p=0.001"
"Blanchard, 2003",Depression,BDI,Treatment completer: A vs B vs C,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Depression,BDI,Treatment completer: A vs B vs C,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Depression,BDI,Treatment completer: A vs B vs C,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Depression,BDI,Treatment completer: A vs B vs C,Treatment x Time interaction: eta-squared,End of Treatment,"Treatment x Time interaction: eta-squared 0.179 (NR), p=0.002",0.179,NR,p=0.002," 0.179 (NR), p=0.002"
"Blanchard, 2003",Functioning,GAF,Treatment completer: A vs B vs C (omnibus),NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Functioning,GAF,Treatment completer: A vs B vs C (omnibus),NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Functioning,GAF,Treatment completer: A vs B vs C (omnibus),NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Functioning,GAF,Treatment completer: A vs B vs C (omnibus),Treatment x Time interaction: eta-squared,End of Treatment,"Treatment x Time interaction: eta-squared 0.166 (NR), NR",0.166,NR,"0.166 (NR), NR"," 0.166 (NR), NR"
"Blanchard, 2003",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Blanchard, 2003",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Depression,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Depression,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Depression,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Depression,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boals, 2015",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Anxiety,HAM-A,A vs B vs C (omnibus),Group x Time interaction: ,End of Treatment,"Group x Time interaction: NR (NR), p<0.001",NR ,NR,p<0.001,"NR (NR), p<0.001"
"Boggio, 2010",Anxiety,HAM-A,A vs B vs C (omnibus),NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Anxiety,HAM-A,A vs B vs C (omnibus),NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Boggio, 2010",Anxiety,HAM-A,A vs B vs C (omnibus),NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Depression,HAM-D,A vs B vs C,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Depression,HAM-D,A vs B vs C,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Boggio, 2010",Depression,HAM-D,A vs B vs C,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p<0.001",Treatment x Time interaction: NR ,NR,p<0.001,"Treatment x Time interaction: NR (NR), p<0.001"
"Boggio, 2010",Depression,HAM-D,A vs B vs C,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Boggio, 2010",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
